Accession,T37.0,T41.0,T44.0,T47.0,T50.0,T53.0,T56.0,T59.0,T63.0,T67.0,RSD
GPN3,0.9999,0.9798,0.967,0.8928,0.943,0.738,0.6666,0.5558,0.5854,0.5003,0.0
GPRIN1,0.9999,1.1082,1.2443,0.8246,1.7065,1.0158,1.0435,0.9271,0.7308,0.3733,0.0
GPS1,0.9999,1.1035,1.1501,1.0965,1.1155,0.9193,0.3714,0.0763,0.0481,0.018,0.0
GPX4,0.9999,0.9477,0.985,0.9878,0.871,0.7959,0.7512,0.4229,0.0489,0.0271,0.0
GRB10,0.9999,0.6962,0.3684,0.1076,0.0763,0.0251,0.0411,0.0332,0.005,0.0049,0.0
GRB2,0.9999,1.0483,1.1234,0.8997,0.7607,0.4202,0.1035,0.0951,0.043,0.0369,0.0
GRHPR,0.9999,1.0047,0.9862,1.0722,0.8997,0.5034,0.0504,0.024,0.0095,0.0014,0.0
GRIPAP1,0.9999,0.8678,0.7015,0.4765,0.3135,0.2088,0.1204,0.0958,0.1121,0.1675,0.0
GRK6,0.9999,0.8157,0.6452,0.2741,0.1531,0.1017,0.0748,0.0757,0.0506,0.0108,0.0
GRPEL1,0.9999,1.1555,1.0989,1.3514,1.1898,0.5352,0.0483,0.0356,0.0439,0.0187,0.0
GRSF1,0.9999,0.9834,0.7044,0.4355,0.1845,0.1044,0.0629,0.0448,0.0614,0.0253,0.0
GSDMD,0.9999,0.9106,0.7546,0.4565,0.2117,0.1491,0.1114,0.0806,0.0773,0.0771,0.0
GSK3A,0.9999,0.9891,0.875,0.8548,0.7343,0.4977,0.2618,0.1293,0.092,0.0427,0.0
GSK3B,0.9999,0.6608,0.7032,0.694,0.8482,0.4379,0.2187,0.1379,0.1372,0.0525,0.0
GSN,0.9999,0.9955,1.0669,1.2775,1.1258,0.8991,0.3494,0.1192,0.1122,0.1037,0.0
GSPT1,0.9999,1.0266,1.0713,1.0961,0.9355,0.5629,0.1257,0.0385,0.0253,0.0103,0.0
GSPT2,0.9999,0.8664,0.9418,0.9244,0.9241,0.4632,0.1097,0.0226,0.0262,0.0354,0.0
GSR,0.9999,0.9892,0.9974,1.0821,1.0447,0.9402,0.8717,0.7851,1.0138,1.0495,0.0
GSS,0.9999,1.0527,1.0835,0.9819,0.835,0.8547,0.812,0.6038,0.3851,0.0197,0.0
GSTK1,0.9999,1.099,1.0262,1.1551,0.9386,0.2598,0.0467,0.033,0.0312,0.0122,0.0
GSTM3,0.9999,0.9523,0.9163,0.7506,0.3697,0.1447,0.0708,0.0333,0.0261,0.0189,0.0
GSTM4,0.9999,0.8622,0.8593,0.9411,0.7473,0.4195,0.1472,0.1116,0.0595,0.015,0.0
GSTO1,0.9999,0.9901,1.0302,1.0537,0.9935,0.8006,0.4982,0.2969,0.2069,0.0658,0.0
GSTP1,0.9999,0.9526,0.9551,0.9231,0.844,0.613,0.2215,0.0367,0.0259,0.02,0.0
GSTZ1,0.9999,1.0445,0.9714,1.1381,1.0333,0.888,0.2719,0.0443,0.0211,0.0031,0.0
GTF2A1,0.9999,0.8788,0.7507,0.861,0.8263,0.7517,0.4575,0.3601,0.4214,0.2097,0.0
GTF2A2,0.9999,1.0481,1.0067,1.1025,0.9628,0.8961,0.854,0.784,0.8157,0.5138,0.0
GTF2B,0.9999,0.9803,0.9992,0.4406,0.0929,0.0769,0.0485,0.0371,0.0192,0.0038,0.0
GTF2E1,0.9999,0.9117,0.922,0.6408,0.1733,0.078,0.0473,0.0645,0.0283,0.0264,0.0
GTF2E2,0.9999,0.9031,1.0073,0.6966,0.1085,0.0341,0.0134,0.011,0.0096,0.0011,0.0
GTF2F1,0.9999,0.9078,1.0516,0.9242,0.7773,0.5869,0.2354,0.1437,0.0964,0.1329,0.0
GTF2F2,0.9999,0.9329,0.8861,0.9282,0.7779,0.4458,0.1447,0.0591,0.0276,0.0122,0.0
GTF2H3,0.9999,0.7811,0.8466,0.9227,1.2401,0.5466,0.1468,0.0985,0.0977,0.017,0.0
GTF2I,0.9999,0.885,0.3524,0.0676,0.0599,0.0404,0.0375,0.0324,0.02,0.0114,0.0
GTF3C4,0.9999,0.9857,1.0682,1.0414,0.8121,0.3125,0.1089,0.0826,0.0505,0.0111,0.0
GTF3C5,0.9999,0.9176,0.689,0.3543,0.2063,0.1386,0.13,0.0743,0.0766,0.0256,0.0
GTPBP1,0.9999,1.1127,0.958,0.7145,0.3766,0.127,0.0304,0.0198,0.0445,0.0306,0.0
GTPBP2,0.9999,0.8957,0.8241,0.5354,0.4469,0.1974,0.1674,0.0895,0.0947,0.0456,0.0
GTSF1,0.9999,1.2606,0.7797,0.7822,0.867,0.7124,0.4757,0.362,0.4008,0.1771,0.0
GUK1,0.9999,0.927,0.7643,0.5652,0.0556,0.0201,0.0098,0.007,0.0105,0.0074,0.0
GULP1,0.9999,0.7907,0.5661,0.2067,0.113,0.0551,0.0463,0.0553,0.015,0.0134,0.0
GUSB,0.9999,0.9084,0.9555,0.9091,1.0142,0.9178,1.0538,1.0324,1.1773,1.2079,0.0
GYS1,0.9999,1.0412,1.0898,0.9777,0.8972,0.4496,0.3002,0.0972,0.0484,0.0376,0.0
H2AFJ|HIST1H2AG|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST1H2AH|HIST1H2AJ,0.9999,0.969,1.1937,0.7141,0.2553,0.1448,0.1708,0.2046,0.1049,0.1009,0.0
H2AFV|H2AFZ,0.9999,0.8315,0.6749,0.1877,0.0793,0.0579,0.053,0.0396,0.0434,0.048,0.0
H2AFY|H2AFY2,0.9999,0.8566,1.0496,0.7334,0.5381,0.2987,0.1986,0.1738,0.1499,0.2493,0.0
H3F3A|H3F3B|HIST1H3A|HIST3H3|HIST2H3A,0.9999,0.8811,0.9315,0.7336,0.3197,0.2076,0.1816,0.1564,0.1865,0.1875,0.0
HACL1,0.9999,0.5606,0.6501,0.7105,1.6939,1.6592,1.2811,0.8673,0.5728,0.0866,0.0
HADHA,0.9999,1.2754,1.0799,1.0665,0.3882,0.1056,0.0627,0.0454,0.0434,0.0136,0.0
HADHB,0.9999,1.1301,1.0589,1.0665,0.4145,0.1455,0.086,0.0772,0.0459,0.0283,0.0
HAGH,0.9999,0.9537,0.9448,0.8205,0.7093,0.5732,0.3921,0.2436,0.2075,0.1218,0.0
HAGHL,0.9999,0.8752,0.8121,0.6255,0.6941,0.3569,0.301,0.1951,0.2084,0.2078,0.0
HARS,0.9999,1.0486,1.0963,1.083,0.8831,0.7066,0.264,0.0568,0.0159,0.0097,0.0
HARS2,0.9999,1.1301,0.9456,1.1323,1.1961,1.1127,1.0185,0.7257,0.3524,0.0378,0.0
HAT1,0.9999,1.0212,1.0581,0.9115,0.5194,0.1291,0.0546,0.0499,0.0274,0.0172,0.0
HAUS2,0.9999,1.0005,0.8023,0.2802,0.225,0.1599,0.1217,0.0832,0.0693,0.0179,0.0
HAUS3,0.9999,0.8993,0.8231,0.1735,0.0977,0.0539,0.0417,0.0342,0.0187,0.0034,0.0
HAUS4,0.9999,0.9512,0.8504,0.3492,0.1853,0.1186,0.0973,0.0678,0.0299,0.006,0.0
HAUS5,0.9999,0.8924,0.7775,0.3287,0.3277,0.2192,0.1699,0.0718,0.0235,0.0158,0.0
HAUS6,0.9999,0.889,0.7213,0.1926,0.1143,0.089,0.0625,0.0471,0.0524,0.0272,0.0
HBA1,0.9999,0.9357,0.948,0.8715,0.8638,0.7981,0.713,0.6145,0.6162,0.397,0.0
HBD|HBB,0.9999,1.0203,0.9915,0.9127,0.816,0.4638,0.3368,0.2342,0.2002,0.1302,0.0
HBE1,0.9999,1.0836,1.0048,0.9845,0.96,0.8077,0.6824,0.5803,0.5737,0.2791,0.0
HBG2,0.9999,0.9987,0.9476,0.9325,0.8817,0.6917,0.5995,0.5163,0.5143,0.2401,0.0
HBQ1,0.9999,0.9686,0.9664,0.9617,0.9294,0.7799,0.6862,0.53,0.266,0.0373,0.0
HBS1L,0.9999,0.8927,0.8731,0.7785,0.5116,0.138,0.048,0.0333,0.0305,0.0104,0.0
HBZ,0.9999,1.0291,1.0098,1.0347,0.9599,0.8717,0.8565,0.7182,0.7221,0.3756,0.0
HCA90|TPX2,0.9999,1.0253,1.0293,0.7907,0.8062,0.6194,0.4604,0.2835,0.1774,0.1519,0.0
HCFC1,0.9999,0.9305,0.8727,0.7325,0.6334,0.3588,0.2308,0.1012,0.0799,0.0522,0.0
HCLS1,0.9999,0.9314,0.9064,0.9679,0.9634,0.8051,0.585,0.4771,0.6407,0.5543,0.0
HDAC1,0.9999,0.8767,0.7877,0.6313,0.4205,0.1542,0.086,0.049,0.0245,0.0071,0.0
HDAC2,0.9999,0.9841,0.9297,0.8545,0.8705,0.5411,0.1035,0.0686,0.0696,0.0281,0.0
HDAC3,0.9999,0.7496,0.8252,0.6355,0.667,0.4465,0.3302,0.2009,0.1053,0.1217,0.0
HDAC4,0.9999,0.9669,0.9831,0.8426,0.6111,0.3724,0.2467,0.1557,0.1263,0.0611,0.0
HDAC6,0.9999,0.9437,0.9365,0.647,0.3757,0.1966,0.0777,0.043,0.0307,0.0025,0.0
HDAC7,0.9999,1.1362,1.0514,0.8379,0.6043,0.3246,0.2872,0.0901,0.0389,0.01,0.0
HDAC8,0.9999,0.8179,0.7326,0.4332,0.2601,0.0927,0.0511,0.0277,0.007,0.0095,0.0
HDDC2,0.9999,0.947,0.8442,1.0562,1.0753,0.8374,0.6325,0.5345,0.2679,0.0391,0.0
HDDC3,0.9999,0.9327,0.8046,0.9457,0.6163,0.5741,0.5063,0.3892,0.1409,0.0162,0.0
HDGF,0.9999,1.069,1.0848,1.0416,0.7743,0.56,0.2432,0.123,0.1499,0.1127,0.0
HDGFRP2,0.9999,0.9977,1.1361,0.9763,0.9598,0.8553,0.457,0.4118,0.3788,0.4849,0.0
HDHD2,0.9999,0.9172,1.0196,1.1091,1.0313,1.0606,0.846,0.7286,0.7411,0.7084,0.0
HDHD3,0.9999,1.1702,1.2133,1.4661,1.5235,1.4036,0.8926,0.5441,0.3592,0.0299,0.0
HDLBP,0.9999,0.8664,0.3832,0.0675,0.0476,0.0286,0.0226,0.0187,0.0153,0.0107,0.0
HEATR2,0.9999,0.8929,0.5391,0.0538,0.0559,0.0291,0.0117,0.0149,0.0013,0.001,0.0
HEATR3,0.9999,0.9263,0.9179,0.5634,0.1431,0.079,0.0508,0.0283,0.02,0.0189,0.0
HEATR5A,0.9999,1.1569,1.2408,0.9678,0.3623,0.1914,0.0873,0.109,0.0203,0.0303,0.0
HEATR6,0.9999,0.9581,1.0523,0.7246,0.3842,0.1084,0.1173,0.1189,0.0963,0.0154,0.0
HEBP1,0.9999,0.9135,0.8022,0.8586,0.8411,0.5524,0.2393,0.1115,0.0523,0.0223,0.0
HEBP2,0.9999,0.881,0.9869,0.9561,0.7532,0.5747,0.2727,0.1022,0.0855,0.0217,0.0
HECTD3,0.9999,0.5591,0.4175,0.2887,0.244,0.0697,0.0666,0.0647,0.0534,0.0118,0.0
HELB,0.9999,0.9937,1.0201,0.805,0.6267,0.4328,0.2345,0.0658,0.0427,0.0179,0.0
HELLS,0.9999,0.8587,0.8234,0.2654,0.3054,0.1657,0.1538,0.0947,0.0851,0.077,0.0
HEMGN,0.9999,0.8861,0.9731,0.8926,0.7599,0.7984,0.5838,0.4851,0.5685,0.6993,0.0
HERC4,0.9999,0.94,0.9418,0.9739,0.556,0.1461,0.0526,0.0312,0.0436,0.0173,0.0
HEXA,0.9999,0.8671,0.8644,1.003,1.1902,0.8337,0.5568,0.2413,0.0255,0.0068,0.0
HEXB,0.9999,0.9111,0.8889,1.066,1.0902,0.8906,0.7698,0.488,0.1434,0.0556,0.0
HEXIM1,0.9999,1.0404,1.2266,1.0383,1.0232,0.998,0.9328,0.6652,0.6789,0.6072,0.0
HGH1,0.9999,0.9284,0.7281,0.2827,0.1554,0.1156,0.0345,0.0488,0.0301,0.006,0.0
HGS,0.9999,0.9547,0.9833,0.8583,0.633,0.1637,0.0415,0.0273,0.0198,0.0087,0.0
HIBADH,0.9999,1.1108,1.0492,1.2273,1.3659,1.3192,1.2782,1.0537,0.3609,0.0251,0.0
HIBCH,0.9999,1.2616,1.1744,1.0556,0.485,0.127,0.0245,0.0253,0.0283,0.0125,0.0
HIC2,0.9999,0.7851,0.7036,0.5311,0.4033,0.2885,0.1603,0.1542,0.0579,0.0223,0.0
HIF1AN,0.9999,0.4146,0.4058,0.6099,0.3775,0.2355,0.2019,0.1737,0.0444,0.0226,0.0
HINT3,0.9999,0.8528,0.9148,0.8897,0.9127,0.4792,0.3236,0.1581,0.0542,0.0578,0.0
HIP1,0.9999,0.8935,0.9415,0.6894,0.619,0.1196,0.0865,0.0447,0.0415,0.0177,0.0
HIP1R,0.9999,1.0388,1.0196,0.6849,0.2752,0.0989,0.0618,0.0443,0.0304,0.0209,0.0
HIRIP3,0.9999,0.8943,0.9823,0.9605,0.755,0.6805,0.4131,0.2801,0.1575,0.1959,0.0
HIST1H1E|HIST1H1D|HIST1H1C|HIST1H1T|HIST1H1A,0.9999,0.7845,1.5721,0.7911,0.3319,0.1894,0.2991,0.0873,0.1666,0.1346,0.0
HIST1H2AB|HIST3H2A|HIST1H2AC,0.9999,1.012,1.1838,0.6111,0.3293,0.1728,0.1108,0.1133,0.1142,0.0995,0.0
HIST1H2BJ|HIST1H2BO|HIST1H2BB|HIST2H2BE|HIST3H2BB,0.9999,0.8395,0.9658,0.5278,0.28,0.147,0.108,0.0887,0.0888,0.0958,0.0
HIST1H4A,0.9999,0.8374,0.9401,0.7139,0.49,0.3445,0.2855,0.2173,0.2294,0.2309,0.0
HK1,0.9999,0.9833,0.9588,0.8661,0.4896,0.2195,0.0812,0.0495,0.0336,0.0174,0.0
HK2,0.9999,0.9361,0.8171,0.3543,0.1729,0.0847,0.0534,0.0519,0.0381,0.0195,0.0
HLCS,0.9999,1.1172,1.0271,0.8035,0.483,0.202,0.1152,0.0428,0.0493,0.0218,0.0
HLTF,0.9999,0.9677,0.8575,0.6406,0.2599,0.0521,0.0157,0.0125,0.0167,0.0205,0.0
HMBOX1,0.9999,0.8404,0.7381,0.4912,0.2671,0.1059,0.0669,0.0592,0.0469,0.0489,0.0
HMBS,0.9999,0.9064,0.8497,0.8176,0.7683,0.6384,0.5676,0.5595,0.6957,0.5896,0.0
HMCES,0.9999,0.9221,0.5072,0.2516,0.0891,0.0339,0.0298,0.0284,0.0156,0.0026,0.0
HMGB1,0.9999,0.9444,1.0272,0.9651,0.8998,0.6654,0.3353,0.2783,0.3386,0.2367,0.0
HMGB2,0.9999,1.0045,0.9885,1.0818,0.8348,0.7543,0.4983,0.3659,0.4314,0.3452,0.0
HMGB3,0.9999,1.1707,1.181,1.05,0.7905,0.6618,0.4233,0.2765,0.2355,0.1283,0.0
HMGCL,0.9999,1.1092,0.9371,1.2222,1.3212,1.2733,0.7214,0.3741,0.2341,0.1633,0.0
HMGCS1,0.9999,0.8968,0.8366,1.0506,1.0614,0.8097,0.3913,0.1331,0.0444,0.0347,0.0
HMHA1,0.9999,0.9494,0.9451,0.7646,0.5338,0.2125,0.1022,0.0797,0.0292,0.0083,0.0
HMMR,0.9999,0.9454,0.8121,0.3906,0.1335,0.0711,0.0402,0.0308,0.0297,0.0201,0.0
HN1,0.9999,0.8926,0.8943,0.9623,0.8845,0.7757,0.4748,0.2899,0.3269,0.2249,0.0
HN1L,0.9999,1.098,1.4075,0.8409,0.879,0.7039,0.92,0.6932,0.7907,1.0567,0.0
HNMT,0.9999,1.0177,0.9812,0.9323,0.6523,0.2645,0.0117,0.0145,0.0052,0.0066,0.0
HNRNPA1,0.9999,0.912,0.8994,0.7543,0.7322,0.284,0.1067,0.056,0.054,0.0474,0.0
HNRNPA2B1,0.9999,1.0528,0.8125,0.8257,0.8121,0.2255,0.1379,0.1026,0.1649,0.1645,0.0
HNRNPAB,0.9999,0.8428,0.8196,1.2073,1.7896,1.05,0.7805,0.5872,0.4722,0.4724,0.0
HNRNPD,0.9999,0.9247,0.9746,1.1684,1.2313,0.8594,0.5733,0.3587,0.234,0.2169,0.0
HNRNPDL,0.9999,1.1692,1.1753,1.7559,1.9618,1.3204,1.1196,0.8231,0.7587,0.7792,0.0
HNRNPF,0.9999,1.1362,1.1058,0.401,0.1156,0.0612,0.0645,0.0249,0.0217,0.005,0.0
HNRNPH1,0.9999,0.9685,0.8033,0.333,0.1297,0.0866,0.0694,0.0686,0.0456,0.0061,0.0
HNRNPH3,0.9999,1.08,0.8117,0.2372,0.0856,0.0611,0.0407,0.0467,0.0634,0.0172,0.0
HNRNPK,0.9999,1.0068,1.1156,0.8857,0.3351,0.0961,0.0382,0.0272,0.0143,0.0111,0.0
HNRNPL,0.9999,1.0397,0.8241,0.3681,0.2644,0.1324,0.1035,0.1149,0.0987,0.0551,0.0
HNRNPM,0.9999,0.9471,0.6755,0.2057,0.0457,0.0232,0.0139,0.0144,0.0136,0.0093,0.0
HNRNPR,0.9999,0.7844,0.6401,0.4947,0.3591,0.2006,0.1453,0.0906,0.0837,0.032,0.0
HNRNPU,0.9999,1.0272,0.8771,0.3719,0.1605,0.0696,0.0323,0.0309,0.0312,0.0081,0.0
HNRNPUL1,0.9999,0.9404,0.9811,0.5728,0.2333,0.1957,0.1174,0.1237,0.1046,0.0217,0.0
HOMER1,0.9999,1.9698,0.9381,0.8301,0.6793,0.3977,0.1924,0.0774,0.0381,0.0188,0.0
HOOK2,0.9999,0.8281,0.6395,0.2693,0.2208,0.0785,0.1292,0.0889,0.0302,0.0261,0.0
HOOK3,0.9999,0.9329,0.8608,0.5628,0.4489,0.3327,0.148,0.128,0.0853,0.0625,0.0
HOXC4|HOXB4,0.9999,0.9232,0.9453,0.3895,0.1734,0.1059,0.0672,0.0091,0.0246,0.0258,0.0
HP1BP3,0.9999,0.8459,1.0171,0.7898,0.5487,0.2831,0.136,0.2707,0.1692,0.0317,0.0
HPRT1,0.9999,0.9987,0.9806,1.0112,0.9736,0.9086,0.8462,0.7614,0.926,0.8748,0.0
HPS1,0.9999,1.0464,0.9113,0.9415,0.9359,0.5105,0.0656,0.0567,0.0485,0.0144,0.0
HRC,0.9999,1.3011,1.4401,1.2571,1.3466,1.082,0.9612,0.7515,0.7144,0.7634,0.0
HRSP12,0.9999,1.0188,0.8941,0.8381,0.7618,0.7225,0.7199,0.565,0.7265,0.748,0.0
HS1BP3,0.9999,0.9155,0.7671,0.5118,0.1666,0.0471,0.0655,0.0845,0.0438,0.0175,0.0
HSD17B10,0.9999,1.1276,1.0402,1.2678,1.4535,1.4017,0.5051,0.132,0.042,0.0202,0.0
HSD17B11,0.9999,1.3603,0.9233,0.8511,0.6822,0.3643,0.3472,0.1371,0.2447,0.1963,0.0
HSD17B4,0.9999,0.8446,0.9215,0.9516,0.9637,0.6761,0.3361,0.1438,0.0419,0.0352,0.0
HSD17B8,0.9999,2.1586,1.7903,1.9331,1.7698,1.5723,2.0502,1.5165,1.7997,0.9927,0.0
HSDL2,0.9999,1.236,1.0561,1.0713,0.5734,0.1584,0.0472,0.0249,0.0277,0.0077,0.0
HSF1,0.9999,0.8415,0.6353,0.2388,0.061,0.0774,0.0407,0.0438,0.0194,0.0087,0.0
HSP90AA1,0.9999,0.9726,0.9706,0.9885,0.6754,0.1149,0.0501,0.0364,0.0302,0.0121,0.0
HSP90AA4P,0.9999,0.7358,0.8368,0.9049,0.5561,0.1035,0.0757,0.0197,0.0513,0.0508,0.0
HSP90AB1,0.9999,0.9688,1.0244,0.9465,0.6218,0.1195,0.0457,0.0327,0.0239,0.0101,0.0
HSP90AB3P,0.9999,0.9786,0.9614,0.984,0.6334,0.1968,0.1343,0.0981,0.0479,0.0558,0.0
HSP90AB4P,0.9999,0.7356,0.944,0.8765,0.8344,0.2397,0.143,0.064,0.0571,0.0645,0.0
HSP90B1,0.9999,0.9679,1.0496,1.0991,0.933,0.639,0.2365,0.1087,0.1237,0.0734,0.0
HSPA13,0.9999,0.845,0.79,0.5861,0.4489,0.1969,0.1821,0.0905,0.0714,0.0659,0.0
HSPA14,0.9999,0.8341,0.5563,0.2345,0.0759,0.0462,0.0413,0.0539,0.0122,0.0066,0.0
HSPA1A,0.9999,0.9589,0.9645,0.8906,0.7745,0.6925,0.4357,0.176,0.0435,0.0276,0.0
HSPA4,0.9999,1.0071,1.0294,1.0564,0.8155,0.1217,0.04,0.029,0.02,0.0111,0.0
HSPA4L,0.9999,0.9686,1.045,0.9803,0.514,0.2044,0.1135,0.1031,0.0576,0.0281,0.0
HSPA5,0.9999,0.8937,0.8463,0.826,0.8387,0.8116,0.8075,0.3975,0.1547,0.0888,0.0
HSPA8,0.9999,0.9158,0.9176,0.8691,0.7562,0.7181,0.668,0.2499,0.0316,0.0163,0.0
HSPA9,0.9999,1.0217,0.7989,0.9036,0.8713,0.7378,1.0815,0.5209,0.0471,0.0175,0.0
HSPB1,0.9999,0.7271,0.4051,0.1599,0.1064,0.0738,0.0396,0.0398,0.034,0.0239,0.0
HSPBP1,0.9999,1.0038,0.9406,0.6688,0.3874,0.1789,0.0863,0.0604,0.0652,0.0278,0.0
HSPD1,0.9999,1.1886,1.068,1.2545,1.3095,1.254,0.817,0.1769,0.0726,0.0297,0.0
HSPE1,0.9999,1.3391,1.1719,1.3341,1.649,1.5378,1.523,1.2021,1.3225,0.964,0.0
HSPH1,0.9999,1.0317,1.0306,0.885,0.3288,0.0884,0.0464,0.0295,0.0259,0.0181,0.0
HTATIP2,0.9999,1.2919,1.5915,0.9409,0.2138,0.0928,0.0625,0.0522,0.0074,0.0053,0.0
HTATSF1,0.9999,1.1626,1.1091,0.3202,0.1517,0.0571,0.0284,0.0164,0.0147,0.0059,0.0
HTRA2,0.9999,0.996,1.0657,1.0687,1.3324,1.4242,1.1998,0.7168,0.3072,0.1655,0.0
HTT,0.9999,1.0419,0.6857,0.1196,0.0648,0.0387,0.0366,0.0266,0.006,0.0122,0.0
HUWE1,0.9999,1.0205,1.1182,0.9769,0.6401,0.1524,0.0725,0.0516,0.0407,0.0239,0.0
HYOU1,0.9999,0.9143,0.9214,0.4734,0.1835,0.1087,0.0809,0.0437,0.0588,0.0295,0.0
HYPK,0.9999,1.0429,0.909,0.9562,0.9128,0.6271,0.4719,0.392,0.5058,0.3349,0.0
IARS,0.9999,1.1026,0.7947,0.2081,0.0856,0.0464,0.0366,0.0305,0.0165,0.0056,0.0
IARS2,0.9999,1.1863,1.0043,1.3007,1.2855,1.3083,0.9872,0.4961,0.0336,0.0159,0.0
IBA57,0.9999,1.1882,0.9911,1.1665,1.0572,0.7857,0.1549,0.0413,0.0242,0.0126,0.0
ICAM1,0.9999,0.9929,1.0222,0.689,0.6914,0.521,0.5837,0.3677,0.3172,0.1185,0.0
IDE,0.9999,0.9654,0.9079,0.4941,0.1654,0.1001,0.0528,0.0365,0.0308,0.0152,0.0
IDH1,0.9999,0.9918,1.0148,1.0771,0.9263,0.8668,0.649,0.1935,0.0276,0.0181,0.0
IDH2,0.9999,1.167,1.0565,1.2978,1.206,0.2453,0.0442,0.0296,0.0228,0.0159,0.0
IDH3A,0.9999,1.0904,1.0647,1.2172,1.2896,0.9562,0.4388,0.233,0.0812,0.0397,0.0
IDH3B,0.9999,1.1532,1.0539,1.0895,0.9861,0.6214,0.4015,0.1791,0.0857,0.0249,0.0
IDH3G,0.9999,1.194,0.9584,1.141,1.1841,0.8884,0.5103,0.2516,0.0932,0.0084,0.0
IDI1,0.9999,0.9304,0.8046,0.9069,0.8035,0.7313,0.5929,0.46,0.4646,0.3604,0.0
IDUA,0.9999,1.0538,0.9652,0.9616,0.8003,0.501,0.4302,0.3641,0.1004,0.0476,0.0
IFI30,0.9999,0.9629,0.9673,0.9002,0.4929,0.4894,0.4063,0.2506,0.2052,0.073,0.0
IFI35,0.9999,0.9699,1.0406,0.9416,0.8998,0.7908,0.637,0.3281,0.0391,0.0079,0.0
IFITM2|IFITM3|IFITM1,0.9999,1.231,1.1649,0.6977,1.0231,0.3782,0.3931,0.1997,0.4303,0.1921,0.0
IFT74,0.9999,0.5803,0.4242,0.292,0.1316,0.0733,0.1341,0.0548,0.0881,0.0618,0.0
IGBP1,0.9999,1.1291,0.9356,0.8836,0.5343,0.1722,0.0902,0.0569,0.0284,0.0045,0.0
IGF2BP1,0.9999,1.0836,1.07,0.9501,0.2391,0.1444,0.1043,0.0641,0.0543,0.0134,0.0
IGF2BP2,0.9999,1.301,1.1081,0.6739,0.293,0.2017,0.1475,0.1094,0.0943,0.0138,0.0
IGF2BP3,0.9999,1.1726,1.2813,0.6759,0.2977,0.1464,0.0689,0.0516,0.0654,0.0347,0.0
IGF2R,0.9999,1.126,1.0592,0.8762,0.9089,0.6197,0.5651,0.3264,0.2404,0.0805,0.0
IGSF9B|MSI2,0.9999,0.8764,0.7207,0.7899,0.7923,0.3044,0.1268,0.0958,0.0766,0.0288,0.0
IK,0.9999,1.0185,0.9816,0.5416,0.2553,0.1336,0.0691,0.0506,0.0881,0.0802,0.0
IKBKAP,0.9999,1.0497,1.141,0.9469,1.0891,0.6391,0.4429,0.0748,0.0572,0.0312,0.0
IKBKB,0.9999,0.8572,0.6788,0.3613,0.2001,0.0875,0.048,0.0319,0.0183,0.0141,0.0
IKBKG,0.9999,0.8651,0.7593,0.5021,0.4295,0.3938,0.3606,0.335,0.4813,0.5055,0.0
IKZF1,0.9999,1.024,0.9906,0.8348,0.7636,0.4726,0.2691,0.1759,0.1767,0.1138,0.0
IL16,0.9999,1.1424,1.1681,1.1817,0.8808,0.4764,0.1234,0.1247,0.0878,0.02,0.0
IL18,0.9999,1.204,1.3181,1.128,0.9592,1.0234,0.9553,0.6305,0.5216,0.1756,0.0
ILF2,0.9999,0.9733,1.0203,1.3167,1.3798,1.1163,0.9195,0.4017,0.1195,0.0789,0.0
ILF3,0.9999,1.2166,1.3287,1.7052,1.6284,1.3493,0.9865,0.4654,0.031,0.0071,0.0
ILKAP,0.9999,0.9935,0.9504,0.6642,0.164,0.0742,0.0538,0.0392,0.0392,0.0205,0.0
IMMT,0.9999,0.4643,0.7252,0.6596,1.6155,1.6586,1.5057,1.3558,1.4364,0.4173,0.0
IMPA1,0.9999,1.0361,1.023,1.0718,0.9628,0.9377,0.9146,0.8289,1.0024,1.014,0.0
IMPA2,0.9999,0.945,0.8403,0.6623,0.7416,0.5651,0.4566,0.52,0.5473,0.1991,0.0
IMPDH1,0.9999,0.8394,0.7707,1.2204,0.8388,0.4842,0.3363,0.2062,0.169,0.0744,0.0
IMPDH2,0.9999,0.859,0.7173,1.2375,0.6354,0.3515,0.18,0.0869,0.078,0.0535,0.0
INF2,0.9999,0.9154,0.7707,0.3352,0.1149,0.1451,0.1213,0.0407,0.0699,0.0176,0.0
INPP4A,0.9999,1.0212,0.8526,0.8897,0.6084,0.5939,0.2775,0.1072,0.0646,0.0041,0.0
INPP5B,0.9999,0.8947,0.8228,0.5692,0.2181,0.08,0.0502,0.0437,0.0276,0.0116,0.0
INPP5F,0.9999,0.944,0.7567,0.3258,0.175,0.0723,0.0741,0.052,0.0381,0.0138,0.0
INTS4,0.9999,0.8759,0.9001,1.0979,1.7344,1.5935,0.274,0.0869,0.0602,0.0078,0.0
INTS9,0.9999,0.9816,1.0294,0.814,0.9271,0.8132,0.1835,0.0404,0.0213,0.0062,0.0
IPO11,0.9999,1.0219,1.1027,1.0922,0.7388,0.2812,0.1653,0.041,0.0234,0.0136,0.0
IPO13,0.9999,0.8903,0.9154,0.692,0.3071,0.0799,0.0702,0.0417,0.0332,0.0043,0.0
IPO4,0.9999,0.9217,0.7829,0.4497,0.2749,0.1566,0.0839,0.0547,0.0354,0.0257,0.0
IPO5,0.9999,0.9656,1.0079,0.9401,0.7056,0.32,0.075,0.0434,0.0279,0.0092,0.0
